insight_id,filter,filter_value,insight_key,feature,feature_display,metric,metric_display,direction,effect_size,effect_size_cohen_d,evidence_uplift_pp,evidence_n_has,evidence_n_abs,evidence_baseline_pp,evidence_sig,evidence_p_value,quality_flags,confidence,text
74a9521e,Global,Global,Feature,food,Food,SCD_score,SCD Score,positive,small,0.191,4.76,956,3452,48.89,***,0.0,multiple_testing_risk,high,Food is associated with 4.8pp higher SCD Score (n=956 with feature; ***).
702d63ed,Global,Global,Feature,seasonal,Seasonal,Attention_T2B,Attention,positive,small,0.138,2.11,371,4320,59.29,*,0.01981,multiple_testing_risk,medium,Seasonal is associated with 2.1pp higher Attention (n=371 with feature; *).
d825ac6a,Global,Global,Feature,seasonal,Seasonal,Persuasion_T2B,Persuasion,negative,small,-0.047,-0.79,371,4320,55.07,ns,0.36204,multiple_testing_risk,low,Seasonal is associated with 0.8pp lower Persuasion (n=371 with feature; ns).
49427ff1,Global,Global,Feature,seasonal,Seasonal,Likeability_Love_Like_T2B,Likeability,positive,small,0.167,2.81,371,4320,56.11,**,0.00635,multiple_testing_risk,high,Seasonal is associated with 2.8pp higher Likeability (n=371 with feature; **).
635cf023,Global,Global,Feature,seasonal,Seasonal,Experience_Recall_T2B,Recall,positive,medium,0.215,3.96,371,4326,36.74,***,0.00015,multiple_testing_risk,high,Seasonal is associated with 4.0pp higher Recall (n=371 with feature; ***).
d0ec984d,Global,Global,Feature,seasonal,Seasonal,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.297,4.15,371,4320,53.72,***,0.0,multiple_testing_risk,high,Seasonal is associated with 4.2pp higher Brand Linkage (n=371 with feature; ***).
e7fc8c87,Global,Global,Feature,seasonal,Seasonal,Uniqueness_T2B,Uniqueness,positive,medium,0.203,3.08,371,4320,57.13,***,0.00041,multiple_testing_risk,high,Seasonal is associated with 3.1pp higher Uniqueness (n=371 with feature; ***).
018c4841,Global,Global,Feature,seasonal,Seasonal,Shareability_T2B,Shareability,positive,small,0.085,1.44,371,4313,43.9,ns,0.09305,multiple_testing_risk,low,Seasonal is associated with 1.4pp higher Shareability (n=371 with feature; ns).
895bbbc9,Global,Global,Feature,seasonal,Seasonal,SCD_score,SCD Score,positive,medium,0.339,8.6,353,4055,49.23,***,0.0,multiple_testing_risk,high,Seasonal is associated with 8.6pp higher SCD Score (n=353 with feature; ***).
3d05bf1e,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Attention_T2B,Attention,positive,small,0.007,0.12,410,4281,59.45,ns,0.91581,multiple_testing_risk,low,Additional Elements is associated with 0.1pp higher Attention (n=410 with feature; ns).
ec7b586e,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Persuasion_T2B,Persuasion,negative,small,-0.043,-0.75,410,4281,55.08,ns,0.43389,multiple_testing_risk,low,Additional Elements is associated with 0.8pp lower Persuasion (n=410 with feature; ns).
4a8cb6c2,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Likeability_Love_Like_T2B,Likeability,negative,small,-0.027,-0.46,410,4281,56.38,ns,0.49054,multiple_testing_risk,low,Additional Elements is associated with 0.5pp lower Likeability (n=410 with feature; ns).
fbb95134,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Experience_Recall_T2B,Recall,positive,small,0.051,0.94,411,4286,36.97,ns,0.59792,multiple_testing_risk,low,Additional Elements is associated with 0.9pp higher Recall (n=411 with feature; ns).
527ae917,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Brand_Linkage_T2B,Brand Linkage,positive,small,0.067,0.95,410,4281,53.97,ns,0.3377,multiple_testing_risk,low,Additional Elements is associated with 1.0pp higher Brand Linkage (n=410 with feature; ns).
c7dedf99,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Uniqueness_T2B,Uniqueness,positive,small,0.021,0.34,410,4281,57.34,ns,0.96249,multiple_testing_risk,low,Additional Elements is associated with 0.3pp higher Uniqueness (n=410 with feature; ns).
0412e9a8,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,Shareability_T2B,Shareability,negative,small,-0.01,-0.17,410,4274,44.03,ns,0.70891,multiple_testing_risk,low,Additional Elements is associated with 0.2pp lower Shareability (n=410 with feature; ns).
87dbf6eb,Global,Global,Feature,additional_elements_and_product_placement,Additional Elements,SCD_score,SCD Score,negative,small,-0.069,-1.72,390,4018,50.07,ns,0.17308,multiple_testing_risk,low,Additional Elements is associated with 1.7pp lower SCD Score (n=390 with feature; ns).
177ccdf6,Global,Global,Feature,emotions,Emotions,Attention_T2B,Attention,positive,small,0.161,2.57,186,4505,59.36,*,0.02542,multiple_testing_risk,medium,Emotions is associated with 2.6pp higher Attention (n=186 with feature; *).
ecc5e571,Global,Global,Feature,emotions,Emotions,Persuasion_T2B,Persuasion,positive,small,0.188,3.22,186,4505,54.88,*,0.01276,multiple_testing_risk,medium,Emotions is associated with 3.2pp higher Persuasion (n=186 with feature; *).
6a5f0b7e,Global,Global,Feature,emotions,Emotions,Likeability_Love_Like_T2B,Likeability,positive,medium,0.208,3.61,186,4505,56.19,**,0.00604,multiple_testing_risk,high,Emotions is associated with 3.6pp higher Likeability (n=186 with feature; **).
ae8d77f3,Global,Global,Feature,emotions,Emotions,Experience_Recall_T2B,Recall,positive,small,0.158,2.85,186,4511,36.94,*,0.02738,multiple_testing_risk,medium,Emotions is associated with 2.9pp higher Recall (n=186 with feature; *).
74181de6,Global,Global,Feature,emotions,Emotions,Brand_Linkage_T2B,Brand Linkage,positive,small,0.127,1.86,186,4505,53.98,ns,0.08011,multiple_testing_risk,low,Emotions is associated with 1.9pp higher Brand Linkage (n=186 with feature; ns).
9fd15c3e,Global,Global,Feature,emotions,Emotions,Uniqueness_T2B,Uniqueness,positive,small,0.164,2.64,186,4505,57.27,*,0.02199,multiple_testing_risk,medium,Emotions is associated with 2.6pp higher Uniqueness (n=186 with feature; *).
1bae5aed,Global,Global,Feature,emotions,Emotions,Shareability_T2B,Shareability,positive,small,0.167,2.98,186,4498,43.9,*,0.02311,multiple_testing_risk,medium,Emotions is associated with 3.0pp higher Shareability (n=186 with feature; *).
090599b4,Global,Global,Feature,emotions,Emotions,SCD_score,SCD Score,positive,small,0.077,1.9,176,4232,49.84,ns,0.33709,multiple_testing_risk,low,Emotions is associated with 1.9pp higher SCD Score (n=176 with feature; ns).
140e89c6,Global,Global,Feature,music_style,Music Style,Attention_T2B,Attention,positive,medium,0.251,3.76,157,4534,59.34,**,0.0029,multiple_testing_risk,high,Music Style is associated with 3.8pp higher Attention (n=157 with feature; **).
7ec839b9,Global,Global,Feature,music_style,Music Style,Persuasion_T2B,Persuasion,positive,small,0.072,1.19,157,4534,54.97,ns,0.38139,multiple_testing_risk,low,Music Style is associated with 1.2pp higher Persuasion (n=157 with feature; ns).
560871cb,Global,Global,Feature,music_style,Music Style,Likeability_Love_Like_T2B,Likeability,positive,medium,0.24,3.99,157,4534,56.2,**,0.00474,multiple_testing_risk,high,Music Style is associated with 4.0pp higher Likeability (n=157 with feature; **).
07b36f1c,Global,Global,Feature,music_style,Music Style,Experience_Recall_T2B,Recall,positive,small,0.078,1.39,157,4540,37.01,ns,0.29459,multiple_testing_risk,low,Music Style is associated with 1.4pp higher Recall (n=157 with feature; ns).
0fdde737,Global,Global,Feature,music_style,Music Style,Brand_Linkage_T2B,Brand Linkage,positive,small,0.115,1.58,157,4534,54.0,ns,0.10749,multiple_testing_risk,low,Music Style is associated with 1.6pp higher Brand Linkage (n=157 with feature; ns).
63b19367,Global,Global,Feature,music_style,Music Style,Uniqueness_T2B,Uniqueness,positive,medium,0.247,3.71,157,4534,57.25,**,0.00324,multiple_testing_risk,high,Music Style is associated with 3.7pp higher Uniqueness (n=157 with feature; **).
67c3fcad,Global,Global,Feature,music_style,Music Style,Shareability_T2B,Shareability,positive,small,0.149,2.5,157,4527,43.93,ns,0.0619,multiple_testing_risk,low,Music Style is associated with 2.5pp higher Shareability (n=157 with feature; ns).
2e75cc60,Global,Global,Feature,music_style,Music Style,SCD_score,SCD Score,positive,small,0.157,3.91,151,4257,49.78,ns,0.07079,multiple_testing_risk,low,Music Style is associated with 3.9pp higher SCD Score (n=151 with feature; ns).
8c7b65a7,Global,Global,Feature,moments,Moments,Attention_T2B,Attention,negative,small,-0.027,-0.43,131,4560,59.47,ns,0.81548,multiple_testing_risk,low,Moments is associated with 0.4pp lower Attention (n=131 with feature; ns).
7b0ce189,Global,Global,Feature,moments,Moments,Persuasion_T2B,Persuasion,negative,small,-0.064,-1.1,131,4560,55.04,ns,0.54286,multiple_testing_risk,low,Moments is associated with 1.1pp lower Persuasion (n=131 with feature; ns).
31d0cd2a,Global,Global,Feature,moments,Moments,Likeability_Love_Like_T2B,Likeability,negative,small,-0.056,-0.98,131,4560,56.36,ns,0.51537,multiple_testing_risk,low,Moments is associated with 1.0pp lower Likeability (n=131 with feature; ns).
831b8ef6,Global,Global,Feature,moments,Moments,Experience_Recall_T2B,Recall,negative,small,-0.097,-1.69,131,4566,37.1,ns,0.32495,multiple_testing_risk,low,Moments is associated with 1.7pp lower Recall (n=131 with feature; ns).
0a7c73fa,Global,Global,Feature,moments,Moments,Brand_Linkage_T2B,Brand Linkage,positive,small,0.003,0.05,131,4560,54.05,ns,0.97993,multiple_testing_risk,low,Moments is associated with 0.0pp higher Brand Linkage (n=131 with feature; ns).
e86b75c6,Global,Global,Feature,moments,Moments,Uniqueness_T2B,Uniqueness,negative,small,-0.013,-0.21,131,4560,57.38,ns,0.87955,multiple_testing_risk,low,Moments is associated with 0.2pp lower Uniqueness (n=131 with feature; ns).
e9370f67,Global,Global,Feature,moments,Moments,Shareability_T2B,Shareability,negative,small,-0.024,-0.42,129,4555,44.03,ns,0.85305,multiple_testing_risk,low,Moments is associated with 0.4pp lower Shareability (n=129 with feature; ns).
85cf2502,Global,Global,Feature,moments,Moments,SCD_score,SCD Score,positive,small,0.087,2.19,122,4286,49.86,ns,0.37718,multiple_testing_risk,low,Moments is associated with 2.2pp higher SCD Score (n=122 with feature; ns).
960ac865,Global,Global,Feature,call_to_action,Call To Action,Attention_T2B,Attention,positive,small,0.055,0.94,106,4585,59.44,ns,0.23942,multiple_testing_risk,low,Call To Action is associated with 0.9pp higher Attention (n=106 with feature; ns).
768dbbb7,Global,Global,Feature,call_to_action,Call To Action,Persuasion_T2B,Persuasion,positive,small,0.017,0.31,106,4585,55.0,ns,0.66905,multiple_testing_risk,low,Call To Action is associated with 0.3pp higher Persuasion (n=106 with feature; ns).
cf2fac8f,Global,Global,Feature,call_to_action,Call To Action,Likeability_Love_Like_T2B,Likeability,negative,small,-0.029,-0.53,106,4585,56.35,ns,0.97786,multiple_testing_risk,low,Call To Action is associated with 0.5pp lower Likeability (n=106 with feature; ns).
ebbb2f7b,Global,Global,Feature,call_to_action,Call To Action,Experience_Recall_T2B,Recall,positive,medium,0.218,4.56,107,4590,36.95,ns,0.15569,multiple_testing_risk,low,Call To Action is associated with 4.6pp higher Recall (n=107 with feature; ns).
3b689820,Global,Global,Feature,call_to_action,Call To Action,Brand_Linkage_T2B,Brand Linkage,positive,small,0.079,1.17,106,4585,54.02,ns,0.27853,multiple_testing_risk,low,Call To Action is associated with 1.2pp higher Brand Linkage (n=106 with feature; ns).
d9236e47,Global,Global,Feature,call_to_action,Call To Action,Uniqueness_T2B,Uniqueness,positive,small,0.046,0.79,106,4585,57.36,ns,0.40419,multiple_testing_risk,low,Call To Action is associated with 0.8pp higher Uniqueness (n=106 with feature; ns).
a21e209f,Global,Global,Feature,call_to_action,Call To Action,Shareability_T2B,Shareability,positive,small,0.085,1.57,106,4578,43.98,ns,0.26565,multiple_testing_risk,low,Call To Action is associated with 1.6pp higher Shareability (n=106 with feature; ns).
27327a90,Global,Global,Feature,call_to_action,Call To Action,SCD_score,SCD Score,negative,small,-0.128,-3.11,98,4310,49.99,ns,0.2354,multiple_testing_risk,low,Call To Action is associated with 3.1pp lower SCD Score (n=98 with feature; ns).
1b28f6c5,Global,Global,Feature,graphic_design_style,Graphic Design Style,Attention_T2B,Attention,positive,small,0.086,1.29,62,4629,59.44,ns,0.6582,multiple_testing_risk,low,Graphic Design Style is associated with 1.3pp higher Attention (n=62 with feature; ns).
154a87bc,Global,Global,Feature,graphic_design_style,Graphic Design Style,Persuasion_T2B,Persuasion,positive,small,0.001,0.02,62,4629,55.01,ns,0.96698,multiple_testing_risk,low,Graphic Design Style is associated with 0.0pp higher Persuasion (n=62 with feature; ns).
d8addc22,Global,Global,Feature,graphic_design_style,Graphic Design Style,Likeability_Love_Like_T2B,Likeability,positive,small,0.084,1.47,62,4629,56.32,ns,0.49614,multiple_testing_risk,low,Graphic Design Style is associated with 1.5pp higher Likeability (n=62 with feature; ns).
10508ec3,Global,Global,Feature,graphic_design_style,Graphic Design Style,Experience_Recall_T2B,Recall,negative,medium,-0.28,-4.62,62,4635,37.12,ns,0.07566,multiple_testing_risk,low,Graphic Design Style is associated with 4.6pp lower Recall (n=62 with feature; ns).
049b8b27,Global,Global,Feature,graphic_design_style,Graphic Design Style,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.154,-2.15,62,4629,54.08,ns,0.17882,multiple_testing_risk,low,Graphic Design Style is associated with 2.2pp lower Brand Linkage (n=62 with feature; ns).
36e14310,Global,Global,Feature,graphic_design_style,Graphic Design Style,Uniqueness_T2B,Uniqueness,positive,small,0.126,1.86,62,4629,57.35,ns,0.48601,multiple_testing_risk,low,Graphic Design Style is associated with 1.9pp higher Uniqueness (n=62 with feature; ns).
ac1d5b92,Global,Global,Feature,graphic_design_style,Graphic Design Style,Shareability_T2B,Shareability,positive,small,0.008,0.13,62,4622,44.01,ns,0.98752,multiple_testing_risk,low,Graphic Design Style is associated with 0.1pp higher Shareability (n=62 with feature; ns).
d1830f78,Global,Global,Feature,graphic_design_style,Graphic Design Style,SCD_score,SCD Score,negative,medium,-0.343,-8.3,59,4349,50.03,*,0.01318,multiple_testing_risk,medium,Graphic Design Style is associated with 8.3pp lower SCD Score (n=59 with feature; *).
a01a30d9,Global,Global,Feature,aesthetics,Aesthetics,Attention_T2B,Attention,positive,small,0.118,1.67,12,4679,59.46,ns,0.81265,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 1.7pp higher Attention (n=12 with feature; ns). Small sample — treat as directional.
9ca051e1,Global,Global,Feature,aesthetics,Aesthetics,Persuasion_T2B,Persuasion,negative,small,-0.117,-1.94,12,4679,55.01,ns,0.69273,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 1.9pp lower Persuasion (n=12 with feature; ns). Small sample — treat as directional.
763ea7c3,Global,Global,Feature,aesthetics,Aesthetics,Likeability_Love_Like_T2B,Likeability,positive,small,0.058,0.87,12,4679,56.33,ns,0.90656,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 0.9pp higher Likeability (n=12 with feature; ns). Small sample — treat as directional.
a502318c,Global,Global,Feature,aesthetics,Aesthetics,Experience_Recall_T2B,Recall,negative,medium,-0.328,-5.48,12,4685,37.07,ns,0.27209,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 5.5pp lower Recall (n=12 with feature; ns). Small sample — treat as directional.
45ede38e,Global,Global,Feature,aesthetics,Aesthetics,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.201,2.53,12,4679,54.04,ns,0.57991,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 2.5pp higher Brand Linkage (n=12 with feature; ns). Small sample — treat as directional.
7e6431ff,Global,Global,Feature,aesthetics,Aesthetics,Uniqueness_T2B,Uniqueness,positive,medium,0.28,4.08,12,4679,57.36,ns,0.35765,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 4.1pp higher Uniqueness (n=12 with feature; ns). Small sample — treat as directional.
df6d02cc,Global,Global,Feature,aesthetics,Aesthetics,Shareability_T2B,Shareability,positive,small,0.121,1.93,12,4672,44.01,ns,0.68489,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 1.9pp higher Shareability (n=12 with feature; ns). Small sample — treat as directional.
ef40e363,Global,Global,Feature,aesthetics,Aesthetics,SCD_score,SCD Score,negative,small,-0.096,-2.19,11,4397,49.92,ns,0.76701,"small_sample, multiple_testing_risk",low,Aesthetics is associated with 2.2pp lower SCD Score (n=11 with feature; ns). Small sample — treat as directional.
20b799d5,Global,Global,Feature,fashion_style,Fashion Style,Attention_T2B,Attention,negative,medium,-0.23,-4.62,16,4675,59.48,ns,0.5746,"small_sample, multiple_testing_risk",low,Fashion Style is associated with 4.6pp lower Attention (n=16 with feature; ns). Small sample — treat as directional.
40250777,Global,Global,Feature,fashion_style,Fashion Style,Persuasion_T2B,Persuasion,negative,small,-0.017,-0.33,16,4675,55.01,ns,0.93655,"small_sample, multiple_testing_risk",low,Fashion Style is associated with 0.3pp lower Persuasion (n=16 with feature; ns). Small sample — treat as directional.
f4bb1c0d,Global,Global,Feature,fashion_style,Fashion Style,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.216,-4.75,16,4675,56.35,ns,0.45365,"small_sample, multiple_testing_risk",low,Fashion Style is associated with 4.8pp lower Likeability (n=16 with feature; ns). Small sample — treat as directional.
65e90a4a,Global,Global,Feature,fashion_style,Fashion Style,Experience_Recall_T2B,Recall,negative,small,-0.042,-0.77,16,4681,37.06,ns,0.8221,"small_sample, multiple_testing_risk",low,Fashion Style is associated with 0.8pp lower Recall (n=16 with feature; ns). Small sample — treat as directional.
2a62944e,Global,Global,Feature,fashion_style,Fashion Style,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.115,-1.94,16,4675,54.06,ns,0.52635,"small_sample, multiple_testing_risk",low,Fashion Style is associated with 1.9pp lower Brand Linkage (n=16 with feature; ns). Small sample — treat as directional.
